text asli,text_prepro,compound scores,Sentimen
aplikasi terus mengalami kesalahan pas dibuka logo awal berkedip padahal diupdate internet stabil,aplikasi terus alami salah pas buka logo awal kedip padahal diupdate internet stabil,-4,Negatif
belum pernah mendaftar saat mendaftar cek nik ktp kok terdaftar emailnya belum terdaftar,belum pernah daftar saat daftar cek nik ktp kok daftar email belum daftar,-6,Negatif
melakukan transaksi pembayaran status transaksi menunggu pembayaran padahal uang rekening saya sudah terpotong memang begini biasanya beli langsung pembelian unit sedang proses,laku transaksi bayar status transaksi tunggu bayar padahal uang rekening saya sudah potong memang begini biasa beli langsung beli unit sedang proses,10,Positif
mungkin ditambahkan verifikasi pencairan menggunakan email bukan nomor telepon nomor sudah diganti tidak bisa diubah lewat aplikasi,mungkin tambah verifikasi cair guna email bukan nomor telepon nomor sudah ganti tidak bisa ubah lewat aplikasi,-2,Negatif
cukup bagus saran memungkinkan bareksa memiliki rekening mandiri nasabah dikenakan biaya administrasi tambahkan linkaja gopay semua saran menjadi kenyataan berjanji memberi bintang,cukup bagus saran mungkin bareksa milik rekening mandiri nasabah kena biaya administrasi tambah linkaja gopay semua saran jadi nyata janji beri bintang,12,Positif
kali aplikasi diupdate ada benar malah masalahnya bertambah sekarang bahkan finger auth berfungsi sama sekali kecewa,kali aplikasi diupdate ada benar malah masalah tambah sekarang bahkan finger auth fungsi sama sekali kecewa,-21,Negatif
fiturfiturnya lengkap bagus mudah dipahami terutama pemula saya,fiturfiturnya lengkap bagus mudah paham utama mula saya,2,Positif
bisa diupdate kalau diupdate bisa masuk aplikasi jadi beginilah cara bareksa menarik investor,bisa diupdate kalau diupdate bisa masuk aplikasi jadi begini cara bareksa tarik investor,-11,Negatif
mumpung bintang jadi kalau waktu jual belinya bisa hari padahal aturannya memperbolehkan jualan hari waktu sangat lama,mumpung bintang jadi kalau waktu jual beli bisa hari padahal atur boleh jual hari waktu sangat lama,-1,Negatif
pendaftaran selalu gagal meski datanya benar lebih baik tanam benih pendaftaran mudah meski rumit berhasil,daftar selalu gagal meski data benar lebih baik tanam benih daftar mudah meski rumit hasil,-1,Negatif
sejauh selalu lancar semoga kedepannya lancar terus kalau tambah metode pembayaran misal gopay,jauh selalu lancar moga depan lancar terus kalau tambah metode bayar misal gopay,3,Positif
bugnya terus bisa dibuka aplikasinya otomatis keluar sendirinya coba perbaiki jalankan,bugnya terus bisa buka aplikasi otomatis keluar sendiri coba baik jalan,1,Positif
aplikasi bagus respon cepat beli mudah menjual barang belum alami belum pernah menjualnya aplikasi bagus lumayan pernah hilang,aplikasi bagus respon cepat beli mudah jual barang belum alami belum pernah jual aplikasi bagus lumayan pernah hilang,4,Positif
beginilah cara mendaftar masuk handphone namun malah kode dikirimkan nomor yang lama hilang lalu bagaimana cara mendaftarnya,begini cara daftar masuk handphone namun malah kode kirim nomor yang lama hilang lalu bagaimana cara daftar,-16,Negatif
sering bisa konek server lama kurang nyaman kita tinggal papua lebih sulit berinvestasi,sering bisa konek server lama kurang nyaman kita tinggal papua lebih sulit investasi,2,Positif
susah upload bukti pembayaran lewat aplikasi cek double cek akun browser mohon diperbaiki bareksa,susah upload bukti bayar lewat aplikasi cek double cek akun browser mohon baik bareksa,-11,Negatif
semua fitur ada bareksa sangat lengkap mulai investasi saham sbn hingga emas saja waktu proses perpindahannya kalau tolong dipercepat sehari biasanya nunggunya hari terima kasih,semua fitur ada bareksa sangat lengkap mulai investasi saham sbn hingga emas saja waktu proses pindah kalau tolong cepat hari biasa nunggunya hari terima kasih,9,Positif
daftarnya setengah mati ribet banget susah isi nama banknya masuk berkali kali coba tapi nama banknya salah ada sistemnya bodoh,daftar tengah mati ribet banget susah isi nama bank masuk kali kali coba tapi nama bank salah ada sistem bodoh,-11,Negatif
banyak sekali masalah server mohon diperbaiki kenyamanan kepercayaan pengguna bareksa,banyak sekali masalah server mohon baik nyaman percaya guna bareksa,10,Positif
min hari susah cek produknya katanya koneksi putus terus padahal datawifi lancar apa masalah,min hari susah cek produk kata koneksi putus terus padahal datawifi lancar apa masalah,-13,Negatif
mudah ringan sederhanatapi harap tambahkan lebih detail menu pembayaran dana gopay lain,mudah ringan sederhanatapi harap tambah lebih detail menu bayar dana gopay lain,16,Positif
berinvestasi aplikasi bareksa mudah sederhana fiturfiturnya lengkap mudah dipahami sangat membantu memulai berinvestasi,investasi aplikasi bareksa mudah sederhana fiturfiturnya lengkap mudah paham sangat bantu mulai investasi,16,Positif
kecewa aplikasi bareksa baru hari transfer diunggah sampai ini masuk sistem merasa pindah planet mars,kecewa aplikasi bareksa baru hari transfer unggah sampai ini masuk sistem rasa pindah planet mars,-23,Negatif
kok aplikasinya diupdate beberapa kali coba update bisa dan tidak ada penjelasan lewat email,kok aplikasi diupdate beberapa kali coba update bisa dan tidak ada jelas lewat email,-6,Negatif
sayangnya uang masuk bareksa sulit keluar misalnya salah beli menggunakan pengirim orang sehingga banyak pemula mengalami kerugian akhirnya menarik diri keinginan berinvestasi menyerah takut uang akan hilang,sayang uang masuk bareksa sulit keluar misal salah beli guna kirim orang sehingga banyak mula alami rugi akhir tarik diri ingin investasi serah takut uang akan hilang,-3,Negatif
performa aplikasi baik tampilan ui sangat mudah dipahami elegan membuat pengalaman berinvestasi semakin nyaman menyenangkan,performa aplikasi baik tampil ui sangat mudah paham elegan buat alam investasi makin nyaman senang,25,Positif
mudah digunakan perlu layanan transaksi lebih cepat mungkin perlu membuat dompet terpisah mempermudah transaksi pembelian,mudah guna perlu layan transaksi lebih cepat mungkin perlu buat dompet pisah mudah transaksi beli,26,Positif
harus bilang google play update jadi error didalamnya perbaiki,harus bilang google play update jadi error dalam baik,-3,Negatif
terkadang saldo maintenance menjadi itu berjalan lancar semoga bermanfaat,terkadang saldo maintenance jadi itu jalan lancar moga manfaat,14,Positif
baik baik sampai ini harapan kedepannya tampilan aplikasi bareksa semakin menarik canggih,baik baik sampai ini harap depan tampil aplikasi bareksa makin tarik canggih,12,Positif
sudah investasi juta melalui buka lapak sudah disuruh verifikasi data sampai ini disetujui aperd apa terjadi berapa lama akan menunggunya sudah menunggu kesepakatan hampir seminggu bantu karena ada cara menghubungi customer service melalui bukalapak,sudah investasi juta lalu buka lapak sudah suruh verifikasi data sampai ini tuju aperd apa jadi berapa lama akan tunggu sudah tunggu sepakat hampir minggu bantu karena ada cara hubung customer service lalu bukalapak,17,Positif
kok bisa masuk halaman sbn pilihannya cuma mulai investasi belajar dulu harus daftar sekaranggimana caranya,kok bisa masuk halaman sbn pilih cuma mulai investasi ajar dulu harus daftar sekaranggimana cara,-11,Negatif
sudah update aplikasinya saya bisa cek bagian sbn saya klik daftar ulang ada masalah,sudah update aplikasi saya bisa cek bagi sbn saya klik daftar ulang ada masalah,-13,Negatif
memungkinkan bagian transaksi tambahkan kode voucher digunakan pembayaran pembayar mengetahui iya membeli reksa dana menggunakan voucher tidak lumayanlah kalau tersedia bakalan bikin orang lupa voucher,mungkin bagi transaksi tambah kode voucher guna bayar bayar tahu iya beli reksa dana guna voucher tidak lumayan kalau sedia bakal bikin orang lupa voucher,27,Positif
akhirakhir lemot banget padahal koneksi internet bagus banget main pubg lancarlancar tiba tiba buka bareksa terkoneksi jaringan apa,akhirakhir lot banget padahal koneksi internet bagus banget main pubg lancarlancar tiba tiba buka bareksa koneksi jaring apa,-4,Negatif
mau uninstall sungguh mengecewakan penarikan dikenakan biaya lambat banget pula membeli emas meminta data harus memverifikasi ulang,mau uninstall sungguh kecewa tari kena biaya lambat banget pula beli emas minta data harus verifikasi ulang,-13,Negatif
csnya responsif banget salut kedepannya semoga tersedia widget melacak pergerakan reksa dana,csnya responsif banget salut depan moga sedia widget lacak gera reksa dana,16,Positif
aplikasi bagus mudah digunakan awalnya sulit setelah diuninstall diinstall ulang digunakan,aplikasi bagus mudah guna awal sulit telah diuninstall diinstall ulang guna,1,Positif
bareksa diupdate tanggal januari user interface kurang bagus terasa lama menyulitkan membaca pergerakan reksa dana user interface menjadi rumit,bareksa diupdate tanggal januari user interface kurang bagus asa lama sulit baca gera reksa dana user interface jadi rumit,0,Positif
aplikasi sangat bagus alatnya mudah dimengerti dapat diandalkan jadi bersemangatlah berinvestasi,aplikasi sangat bagus alat mudah erti dapat andal jadi semangat investasi,19,Positif
update kok bisa masuk kamu punya koneksi internet padahal signal penuh update lancar,update kok bisa masuk kamu punya koneksi internet padahal signal penuh update lancar,2,Positif
sudah daftar kemarentapi mau tanda tangan digital bisasudah coba berkali kali tetap bisa capek,sudah daftar kemarentapi mau tanda tangan digital bisasudah coba kali kali tetap bisa capek,11,Positif
memperbaiki sistem pembayaran aplikasi sistem pembayarannya lebih cepat hari memudahkan mendaftar,baik sistem bayar aplikasi sistem bayar lebih cepat hari mudah daftar,-1,Negatif
beli reksa dananya hari lalu masih proses ada portofolio padahal maksimal hari kerja belum bagaimana mohon penjelasannya,beli reksa dana hari lalu masih proses ada portofolio padahal maksimal hari kerja belum bagaimana mohon jelas,9,Positif
aplikasinya bagus kalau penarikannya masuk ovo penjualannya lebih cepat lebih baik,aplikasi bagus kalau tari masuk ovo jual lebih cepat lebih baik,3,Positif
tinggal kota kecil tidak kantor sekuritas kota dan sangat memiliki produk investasi jasa keuangan aplikasi sangat membantu terima kasih,tinggal kota kecil tidak kantor sekuritas kota dan sangat milik produk investasi jasa uang aplikasi sangat bantu terima kasih,11,Positif
bareksa benar benar aplikasi bagus sekali investasi semuanya berjalan lancar kendala tampilannya oke pokoknya bagus sekali aplikasi sudah berlisensi ojk jadi aplikasi benar benar aman terpercaya,bareksa benar benar aplikasi bagus sekali investasi semua jalan lancar kendala tampil oke pokok bagus sekali aplikasi sudah lisensi ojk jadi aplikasi benar benar aman percaya,11,Positif
data lengkapnya saya isi up to datetapi saya klik gagal simpancoba ulangi dan lagikenapa,data lengkap saya isi up to datetapi saya klik gagal simpancoba ulang dan lagikenapa,-14,Negatif
minta update terus play store loadnya lama padahal jaringan bagus kalau mau lihat reksa dana ribet banget,minta update terus play store loadnya lama padahal jaring bagus kalau mau lihat reksa dana ribet banget,6,Positif
beberapa hari lalu mendaftar bareksa sudah menerima email persetujuan pembukaan aktivasi akun ketika ingin melakukan pembelian tidak,beberapa hari lalu daftar bareksa sudah terima email tuju buka aktivasi akun ketika ingin laku beli tidak,8,Positif
kendala proses transaksi pembayaran berhasil membutuhkan waktu sangat lama bareksa memprosesnya keseluruhan apa apa,kendala proses transaksi bayar hasil butuh waktu sangat lama bareksa proses seluruh apa apa,-12,Negatif
salah satu aplikasi favorit terima kasih membuat platform ini bagus sekali saya menggunakan android kitkat,salah satu aplikasi favorit terima kasih buat platform ini bagus sekali saya guna android kitkat,-1,Negatif
bagus sekali cocok semua kalangan ui jelas sederhana,bagus sekali cocok semua kalang ui jelas sederhana,6,Positif
apapun websitenya login dengan lancar aplikasi muncul pesan ada respon server bisa login,apa websitenya login dengan lancar aplikasi muncul pesan ada respon server bisa login,4,Positif
memilih suatu produk selalu dialihkan beranda ada masalah versi,pilih suatu produk selalu alih beranda ada masalah versi,2,Positif
min download aplikasinya isi formnya lalu kesalahan ketik nomor rekening email customer service hari kamis sekarang ada tindak lanjutnya bagaimana saya mau beli investasi kalau komplain lewat email lama dijawab ini berbanding terbalik promosi bareksa media sosial heboh tim hore saling memberi pujian terima kasih jawaban mimin menggunakan bot normatif auto delete pindah next side,min download aplikasi isi formnya lalu salah ketik nomor rekening email customer service hari kamis sekarang ada tindak lanjut bagaimana saya mau beli investasi kalau komplain lewat email lama jawab ini banding balik promosi bareksa media sosial heboh tim hore saling beri puji terima kasih jawab mimin guna bot normatif auto delete pindah next side,2,Positif
bareksa terhormat bisakah membantu dengan akun ketika ingin membeli informasi nomor akunnya didaftarkan waktu pendaftaran diuploadtks,bareksa hormat bisa bantu dengan akun ketika ingin beli informasi nomor akun daftar waktu daftar diuploadtks,9,Positif
inilah sebabnya sudah login aplikasi keluar sendiri tidak login padahal sudah memasukkan email password benar,ini sebab sudah login aplikasi keluar sendiri tidak login padahal sudah masuk email password benar,-11,Negatif
sangat bermanfaat paham investasi di bareksa diberikan instruksi robot aplikasi sangat keren,sangat manfaat paham investasi di bareksa beri instruksi robot aplikasi sangat keren,6,Positif
aplikasinya bagus banget buat investasi untung banget pertama kali coba ada hasilnya recomended banget,aplikasi bagus banget buat investasi untung banget pertama kali coba ada hasil recomended banget,11,Positif
aplikasi buruk lebih baik menggunakan bijinya di sini verifikasi datanya lama banget hampir seminggu bibit tumbuh lebih cepat lebih baik,aplikasi buruk lebih baik guna biji di sini verifikasi data lama banget hampir minggu bibit tumbuh lebih cepat lebih baik,-10,Negatif
penarikan dana dikenakan biaya transaksi ditambah pencairan butuh waktu hari lama banget biasanya cair beberapa menit menggunakan aplikasi proses penarikan dana uninstall,tari dana kena biaya transaksi tambah cair butuh waktu hari lama banget biasa cair beberapa menit guna aplikasi proses tari dana uninstall,-6,Negatif
user friendly jadi sangat mudah digunakan digunakan sisi negatifnya masih ada investasi otomotif,user friendly jadi sangat mudah guna guna sisi negatif masih ada investasi otomotif,9,Positif
cara berinvestasi pemula salah satunya di bareksa tidak kaya berinvestasi semua orang melakukannya jadikan diri setara,cara investasi mula salah satu di bareksa tidak kaya investasi semua orang laku jadi diri tara,-8,Negatif
bagus saran menambahkan satu fitur selain top up jual transfer dana reksa dana lainjual masukkan saldo rekening terima kasih bareksa,bagus saran tambah satu fitur selain top up jual transfer dana reksa dana lainjual masuk saldo rekening terima kasih bareksa,30,Positif
masalah mengubah profil mengirim email sama melalui wa tidak ada tanggapan pelayanan buruk,masalah ubah profil kirim email sama lalu wa tidak ada tanggap layan buruk,3,Positif
sejauh saya merasa nyaman berinvestasi melalui bareksa transaksi lewat ovo jadi lebih mudah saya semakin semangat berinvestasi,jauh saya rasa nyaman investasi lalu bareksa transaksi lewat ovo jadi lebih mudah saya makin semangat investasi,14,Positif
aplikasi bagus mudah digunakan pemula produk cukup lengkap,aplikasi bagus mudah guna mula produk cukup lengkap,9,Positif
sudah menggunakan aplikasi lebih tahun bagus investasi berkelanjutan pemula baru mencoba menggunakan robo advisor prediksinya benar,sudah guna aplikasi lebih tahun bagus investasi lanjut mula baru coba guna robo advisor prediksi benar,10,Positif
silakan tambahkan fitur penambahan rekening bank sejauh hanya perubahan rekening bank investor membutuhkan fleksibilitas jangan ketinggalan aplikasi sebelahnya,sila tambah fitur tambah rekening bank jauh hanya ubah rekening bank investor butuh fleksibilitas jangan tinggal aplikasi belah,-16,Negatif
aplikasinya bagus sekali mohon ditambahkan fitur peralihan produk reksa dana manajer investasi sama,aplikasi bagus sekali mohon tambah fitur alih produk reksa dana manajer investasi sama,15,Positif
bersama mohon lindungi nasabah bermodal kecil ciptakan pembiayaan biaya pembeliannya minimal kalau lewat bank jelas merugikan kalau rajin nabung ribu per bulan tiap pembelian jelas masuk akal hasilnya menutup sini nasabah punya uang dapat apa apa yang mengelola bank yang untung yang mau investasi jangan deposit jumlah kecil ribu nanti jelas rugi,sama mohon lindung nasabah modal kecil cipta biaya biaya beli minimal kalau lewat bank jelas rugi kalau rajin nabung ribu per bulan tiap beli jelas masuk akal hasil tutup sini nasabah punya uang dapat apa apa yang kelola bank yang untung yang mau investasi jangan deposit jumlah kecil ribu nanti jelas rugi,-5,Negatif
ada masalah ganti nomor handphone sudah menghubungi customer service sampai ada balasan saya suka aplikasi ini mohon bantuannya,ada masalah ganti nomor handphone sudah hubung customer service sampai ada balas saya suka aplikasi ini mohon bantu,15,Positif
mantap bareksa aplikasinya ribet sangat membantu pemula aplikasi lemot lancar hal jual beli memakan waktu lama tingkatkan terus kualitas pelayanan bareksa don tenang kalau peralihannya gratis bareksa buatkan aplikasi saham yang saya langsung bertransaksi saham,mantap bareksa aplikasi ribet sangat bantu mula aplikasi lot lancar hal jual beli makan waktu lama tingkat terus kualitas layan bareksa don tenang kalau alih gratis bareksa buat aplikasi saham yang saya langsung transaksi saham,2,Positif
sejauh aplikasinya sangat memuaskan csnya super responsif padahal hubungi luar jam kerja terima kasih,jauh aplikasi sangat muas csnya super responsif padahal hubung luar jam kerja terima kasih,8,Positif
setelah update versi terbaru login username tersimpan handphone biasanya update bisa,telah update versi baru login username simpan handphone biasa update bisa,-1,Negatif
baru mengupdate aplikasinya selalu error kali memeriksa portofolio aplikasinya menutup sendiri bagaimana caranya,baru mengupdate aplikasi selalu error kali periksa portofolio aplikasi tutup sendiri bagaimana cara,-24,Negatif
senang sekali menggunakan aplikasi sangat mudah dioperasikan suka membaca artikel berita bareksa silakan lebih sering berbagi artikel investasi reksa dana,senang sekali guna aplikasi sangat mudah operasi suka baca artikel berita bareksa sila lebih sering bagi artikel investasi reksa dana,17,Positif
proses penarikan dana sangat lama transaksi txffzhybv berhari hari diproses jangan download aplikasi karena responnya sangat lambat setiap proses transaksi,proses tari dana sangat lama transaksi txffzhybv hari hari proses jangan download aplikasi karena responnya sangat lambat tiap proses transaksi,2,Positif
min mohon diperbanyak pembayarannya lewat gopay jangan asal pencairannya bca min pencairannya diperbesar min bank soalnya masih punya saldo reksa dana sedikit kalau potong biaya tf sayang sekali min imbal hasil diperoleh sebanyak sangat menyukai bareksa hanya perlu meningkatkan permainan saya dalam pembayaran pencairan terima kasih,min mohon banyak bayar lewat gopay jangan asal cair bca min cair besar min bank soal masih punya saldo reksa dana sedikit kalau potong biaya tf sayang sekali min imbal hasil oleh banyak sangat suka bareksa hanya perlu tingkat main saya dalam bayar cair terima kasih,26,Positif
cocok pemula ingin berhemat harapan mendapat keuntungan sistem penjualannya memakan waktu beberapa hari tidak perlu mengganggu investasi bedanya uang di rekening bank sewaktu waktu diganggu melalui atm,cocok mula ingin hemat harap dapat untung sistem jual makan waktu beberapa hari tidak perlu ganggu investasi beda uang di rekening bank waktu waktu ganggu lalu atm,-5,Negatif
sebelumnya aplikasi kurang bagus review ubah diperbaiki cukup lama mohon diperbaiki kedepannya bintang dulu,belum aplikasi kurang bagus review ubah baik cukup lama mohon baik depan bintang dulu,-1,Negatif
admin mau kasih saran biar cara pembayarannya jangan cuma pakai ovo kalau ditambah linkaja gopay dana lain karena tetangga sebelah lengkap yuk min lanjutkan fiturfitur tambahan memudahkan semua semoga segera mendapatkan respon baik admin terima kasih,admin mau kasih saran biar cara bayar jangan cuma pakai ovo kalau tambah linkaja gopay dana lain karena tetangga belah lengkap yuk min lanjut fiturfitur tambah mudah semua moga segera dapat respon baik admin terima kasih,25,Positif
transfer pembayaran pertama padahal sudah saya upload konfirmasi belum ada tanggapan admin,transfer bayar pertama padahal sudah saya upload konfirmasi belum ada tanggap admin,4,Positif
sulit mendaftar tanda tangan dikirim dikatakan berhasil tidak login,sulit daftar tanda tangan kirim kata hasil tidak login,-1,Negatif
bolehkah mendaftar sekedar iseng ingin tahu apa isinya bagaimana skemanya kalaupun dana tentu bunga memberikannya bintang akan mendidik jangan menelepon ada opsi menghapus akun saya sendiri menghapusnya,boleh daftar dar iseng ingin tahu apa isi bagaimana skema kalaupun dana tentu bunga beri bintang akan didik jangan telepon ada opsi hapus akun saya sendiri hapus,-1,Negatif
saran jika ingin berinvestasi opportunity penarikan penyetoran cepat penggunaannya mudah bareksa penarikan memerlukan waktu beberapa hari bahkan butuh waktu hampir seminggu mencairkannya membeli saham membutuhkan waktu lama,saran jika ingin investasi opportunity tari setor cepat guna mudah bareksa tari perlu waktu beberapa hari bahkan butuh waktu hampir minggu cair beli saham butuh waktu lama,-16,Negatif
terima kasih membantu bareksa sangat membantu persiapan kedepannya semoga kedepannya lebih banyak produk ada bareksa,terima kasih bantu bareksa sangat bantu siap depan moga depan lebih banyak produk ada bareksa,26,Positif
aplikasi tidak direkomendasikan proses pembelian saham memakan waktu sangat lama harga saham berubah diproses hapus aplikasi,aplikasi tidak rekomendasi proses beli saham makan waktu sangat lama harga saham ubah proses hapus aplikasi,-10,Negatif
berinvestasi bareksa sangat mudah untungnya jumlahnya banyak jangan menyesal mengunduh bareksa jadi semakin semangat berinvestasi,investasi bareksa sangat mudah untung jumlah banyak jangan sesal unduh bareksa jadi makin semangat investasi,18,Positif
aplikasinya sangat bagus sekadar saran silakan tambahkan investasi kripto semuanya lengkap satu platform,aplikasi sangat bagus sekadar saran sila tambah investasi kripto semua lengkap satu platform,6,Positif
pernah punya masalah kalaupun sedikit masalah teknis cukup chat menit sampai selesai produk lengkap,pernah punya masalah kalaupun sedikit masalah teknis cukup chat menit sampai selesai produk lengkap,8,Positif
aplikasinya bagus uniksaran buat bagus jalankan tampilan bugnya diperbaiki lagiok,aplikasi bagus uniksaran buat bagus jalan tampil bugnya baik lagiok,5,Positif
min mau lengkapi datanya kok bisa sudah lama mengunggah ektp tetapi kameranya berfungsi mohon diperbaiki min,min mau lengkap data kok bisa sudah lama unggah ektp tetapi kamera fungsi mohon baik min,7,Positif
senang belajar reksa dana bareksa mudahmudahan menjadi alat investasi pembayaran mudah verifikasi cepat metode pembayaran disarankan ditambah berjalan dana cukup tautan dompet digital lainnya,senang ajar reksa dana bareksa mudahmudahan jadi alat investasi bayar mudah verifikasi cepat metode bayar saran tambah jalan dana cukup taut dompet digital lain,29,Positif
aplikasi menipu dikatakan dapat menarik uangnya ternyata bisa ditarik bersedia menerima ribu milik walaupun saya tetap menginginkannya,aplikasi tipu kata dapat tarik uang nyata bisa tarik sedia terima ribu milik walaupun saya tetap ingin,10,Positif
aplikasinya bagus mudah dipahami pemula saya terpercaya sudah izin ojk terima kasih,aplikasi bagus mudah paham mula saya percaya sudah izin ojk terima kasih,1,Positif
aplikasinya oke min saran hanya ditambahkan pembelian reksa dana reguler auto debit min sekarang kerja sama ovo terima kasih,aplikasi oke min saran hanya tambah beli reksa dana reguler auto debit min sekarang kerja sama ovo terima kasih,17,Positif
pencairan reksa dana sesuai riwayat transaksi aplikasi bareksa jadi semua saya beritahukan anda jangan lari menggunakan bareksa,cair reksa dana sesuai riwayat transaksi aplikasi bareksa jadi semua saya beritahukan anda jangan lari guna bareksa,-2,Negatif
suka ada lebih banyak metode pembayaran bisa dipilih yang terpenting ada biaya admin terima kasih berinvestasi menjadi nyaman,suka ada lebih banyak metode bayar bisa pilih yang penting ada biaya admin terima kasih investasi jadi nyaman,16,Positif
aplikasi sangat membantu tampilan sederhana mudah dipahami terus kembangkan,aplikasi sangat bantu tampil sederhana mudah paham terus kembang,13,Positif
mohon aplikasi bareksa ganti nomor handphone ganti manual ribet ganti di customer service respon susah jualnya butuh otp sekarang,mohon aplikasi bareksa ganti nomor handphone ganti manual ribet ganti di customer service respon susah jual butuh otp sekarang,-5,Negatif
aplikasi bareksa memang bagus terbaik mohon sarannya bank kustodiannya jangan bank bca bank indonesia banyak bri bni mandiri silakan ditambah bank saya update bintang ada bank lain,aplikasi bareksa memang bagus baik mohon saran bank kustodiannya jangan bank bca bank indonesia banyak bri bni mandiri sila tambah bank saya update bintang ada bank lain,7,Positif
saran adalah menambahkan mode gelap pengaturan menu jadi bisa mengkliknya tidak menonjol kita membuka aplikasinya terima kasih,saran adalah tambah mode gelap atur menu jadi bisa klik tidak tonjol kita buka aplikasi terima kasih,4,Positif
baru mencoba beberapa bulan belum cukup belajar reksa danasemoga lebih paham,baru coba beberapa bulan belum cukup ajar reksa danasemoga lebih paham,4,Positif
min buat portofoliomu terlihat menarik model daftar terlalu monoton,min buat portofolio lihat tarik model daftar terlalu monoton,9,Positif
kok tiap mau foto ktp kameranya hilang semua padahal coba kamera wa normalnya semua berfungsi saat pakai aplikasi tidak bisa,kok tiap mau foto ktp kamera hilang semua padahal coba kamera wa normal semua fungsi saat pakai aplikasi tidak bisa,-5,Negatif
sebenarnya bagus biaya penarikan anda berbeda bank lalu biaya isi ulang lebih baik pindah ke tokopedia tidak ada biaya penarikan,benar bagus biaya tari anda beda bank lalu biaya isi ulang lebih baik pindah ke tokopedia tidak ada biaya tari,7,Positif
kedepannya bisa mengganti nomor handphone sendiri verifikasi bisa parah handphone hilangnomor terblokirganti nomor terima kasih,depan bisa ganti nomor handphone sendiri verifikasi bisa parah handphone hilangnomor terblokirganti nomor terima kasih,-1,Negatif
baru aplikasinya mudah dipahami panduannya oke mulai berinvestasi bareksa,baru aplikasi mudah paham pandu oke mulai investasi bareksa,6,Positif
wah aplikasi sangat membantu dalam berinvestasi pelayanannya sangat baik sistemnya mudah banget aman,wah aplikasi sangat bantu dalam investasi layan sangat baik sistem mudah banget aman,22,Positif
kualitas pelayanan kurang aplikasi dibuat sederhana beberapa fitur sulit dipahami orang awam ada live support,kualitas layan kurang aplikasi buat sederhana beberapa fitur sulit paham orang awam ada live support,12,Positif
alhamdulillah tim bareksa merespon pembelian emas pembelian berhasil jadi sobat ingin transfer transaksi bareksa ingin membeli top up bareksa silahkan langsung transfer atm bukti transfernya terima fotonya direspon lebih cepat dibandingkan transfer melalui mbanking terima kasih,alhamdulillah tim bareksa merespon beli emas beli hasil jadi sobat ingin transfer transaksi bareksa ingin beli top up bareksa silah langsung transfer atm bukti transfer terima foto direspon lebih cepat banding transfer lalu mbanking terima kasih,49,Positif
bagus bantu mencapai tujuan keuangan kamibukannya cepat kaya kalau jual kalau mau cepat kaya modal jual,bagus bantu capai tuju uang kamibukannya cepat kaya kalau jual kalau mau cepat kaya modal jual,27,Positif
setiap pembelian danatau penyetoran reksa dana selalu membutuhkan waktu lama proses selalu berstatus pembelian proses padahal pembelian tersebut dalam batas waktu cutoff,tiap beli danatau setor reksa dana selalu butuh waktu lama proses selalu status beli proses padahal beli sebut dalam batas waktu cutoff,1,Positif
bagus sih pas mau login bareksa dijalankan selalu tulisan terjadi error server maksudnya apa padahal internetku bagus,bagus sih pas mau login bareksa jalan selalu tulis jadi error server maksud apa padahal internetku bagus,2,Positif
bagus pemula satusatunya pilihan pembayaran dompet digital ovo linkaja silakan tambahkan opsi pembayaran misalnya shopeepay gopay,bagus mula satusatunya pilih bayar dompet digital ovo linkaja sila tambah opsi bayar misal shopeepay gopay,3,Positif
proses transaksinya sangat lama kurang memuaskan respon whatsapp lama responnya rendah,proses transaksi sangat lama kurang muas respon whatsapp lama responnya rendah,-2,Negatif
sudah melakukan transfer pembelian reksa dana prosesnya lama tahukah bagaimana penolakannya bagaimana cara mendapatkan uang juta kembali mohon klarifikasi iklannya bagus penerapannya begini padahal banyak orang ingin berinvestasi reksa dana,sudah laku transfer beli reksa dana proses lama tahu bagaimana tolak bagaimana cara dapat uang juta kembali mohon klarifikasi iklan bagus terap begini padahal banyak orang ingin investasi reksa dana,17,Positif
kawan bagaimana melakukan penjualan aplikasi proses penjualan selesai menunggu selama hari kok uangnya masuk rekening padahal pt tempat saya membeli saham tersebut mengkonfirmasi penjualannya uangnya belum masuk rekening saya,kawan bagaimana laku jual aplikasi proses jual selesai tunggu lama hari kok uang masuk rekening padahal pt tempat saya beli saham sebut konfirmasi jual uang belum masuk rekening saya,-22,Negatif
cara transaksi lewat flipkatanya bareksa bisa transaksi lewat flip,cara transaksi lewat flipkatanya bareksa bisa transaksi lewat flip,12,Positif
silakan tambahkan fitur pewaris akan sangat membantu pengguna membuat merasa lebih aman terima kasih,sila tambah fitur waris akan sangat bantu guna buat rasa lebih aman terima kasih,23,Positif
pelayanan sangat lambat verifikasi ganti nomor rekening sangat lambat hanya pindah itu masalahnya,layan sangat lambat verifikasi ganti nomor rekening sangat lambat hanya pindah itu masalah,4,Positif
sudah beberapa kali mengeluh bisa mengubah data alamat aplikasi whatsapp customer service solusinya kurang memuaskan,sudah beberapa kali keluh bisa ubah data alamat aplikasi whatsapp customer service solusi kurang muas,-4,Negatif
jumpa bareksa kini bareksa lagi menerima pembayaran melalui aplikasi perantara transfer flip jadi waktunya meninggalkan bareksa,jumpa bareksa kini bareksa lagi terima bayar lalu aplikasi antara transfer flip jadi waktu tinggal bareksa,4,Positif
